Id,Name,Short description,Gender,Country,Birth year,Death year,Manner of death,Age of death
Q36804,Eazy-E,American rapper,Male,United States,1964,1995,complication,31
Q36813,Mikhail Pavlov,Belarusian politician (1952-2010),Male,Belarus,1952,2010,natural causes,58
Q36843,Walter Gross,German physician and  politician (1904-1945),Male,Germany,1904,1945,suicide,41
Q36951,Sándor Márai,Hungarian writer,Male,Hungary,1900,1989,suicide,89
Q36980,George Peppard,American actor,Male,United States,1928,1994,natural causes,66
Q37060,José Saramago,Portuguese writer and recipient of the 1998 Nobel Prize in Literature,Male,Portugal,1922,2010,natural causes,88
Q37278,John Paul I,263rd Pope of the Catholic Church,Male,Italy,1912,1978,natural causes,66
Q37571,Jackson Pollock,American artist (1912-1956),Male,United States,1912,1956,accident,44
Q37615,Luciano Pavarotti,Italian operatic tenor,Male,Italy,1935,2007,natural causes,72
Q37753,Martin Moynihan,American evolutionary biologist and ornithologist (1928–1996),Male,United States,1928,1996,natural causes,68
Q38302,Wolf Albach-Retty,Austrian actor,Male,Austria,1906,1967,natural causes,61
Q38670,Richard Corliss,American editor for Time Magazine,Male,United States,1944,2015,natural causes,71
Q38804,Kim Yong-chun,North Korean military leader (1936-2018),Male,North Korea,1936,2018,natural causes,82
Q39246,Richard Feynman,American theoretical physicist (1918-1988),Male,United States,1918,1988,natural causes,70
Q39301,Wilfried Dietrich,West German wrestler,Male,Germany,1933,1992,natural causes,59
Q39419,Allene Ray,American actress (1901-1979),Female,United States,1901,1979,natural causes,78
Q39524,Gamal Abdel Nasser,second president of Egypt (1918-1970),Male,Egypt,1918,1970,natural causes,52
Q39963,Park Kyung-ni,Korean writer,Female,South Korea,1926,2008,natural causes,82
Q39972,Ed Lauter,American film and television actor (1938-2013),Male,United States,1938,2013,natural causes,75
Q40299,Nelsan Ellis,American film and television actor and playwright (1977-2017),Male,United States,1977,2017,natural causes,40
Q40421,Miroslav Dvořák,Czechoslovak professional ice-hockey defenseman,Male,Czech Republic,1951,2008,natural causes,57
Q40475,Joan Crawford,American actress (1904-1977),Female,United States,1904,1977,natural causes,73
Q40531,John Wayne,American actor (1907–1979),Male,United States,1907,1979,natural causes,72
Q40701,Joseph Strick,"American director, producer and screenwriter",Male,United States,1923,2010,natural causes,87
Q40904,Werner Heisenberg,German theoretical physicist,Male,Germany,1901,1976,natural causes,75
Q40912,Frank Sinatra,American recording artist; singer and film actor (1915-1998),Male,United States,1915,1998,natural causes,83
Q40933,Eva Perón,Argentinian actress and politician (1919-1952),Female,Argentina,1919,1952,natural causes,33
Q41042,Harold Pinter,English playwright (1930-2008),Male,United Kingdom,1930,2008,natural causes,78
Q41117,Kim Il-sung,President of the Democratic People's Republic of Korea (1912-1994),Male,North Korea,1911,1994,natural causes,83
Q41129,Germán Valdés,Mexican comedian,Male,Mexico,1915,1973,natural causes,58
Q41130,Jorge Ibargüengoitia,Mexican writer,Male,Mexico,1928,1983,accident,55
Q41136,Arthur Penn,American producer and director,Male,United States,1922,2010,natural causes,88
Q41314,Bobby Fischer,American chess player and chess writer,Male,United States,1943,2008,natural causes,65
Q41342,Mary Tyler Moore,American actress and television producer (1936-2017),Female,United States,1936,2017,natural causes,81
Q41590,Mircea Eliade,"Romanian-American historian, philosopher and professor at the University of Chicago.",Male,Romania,1907,1986,natural causes,79
Q41617,Liu Xiaobo,"Chinese literary critic, professor, and human rights activist",Male,China,1955,2017,natural causes,62
Q41871,Paul Newman,American actor and film director (1925–2008),Male,United States,1925,2008,natural causes,83
Q41921,Rosa Parks,African-American civil rights activist,Female,United States,1913,2005,natural causes,92
Q42013,Anwar Sadat,Egyptian president and Nobel Peace Prize recipient (1918-1981),Male,Egypt,1918,1981,homicide,63
Q42180,Israel Kamakawiwoʻole,Hawaiian recording artist musician,Male,United States,1959,1997,natural causes,38
Q42552,Wisława Szymborska,Polish poet Nobel Prize winner,Female,Poland,1923,2012,natural causes,89
Q42671,Frank Gorshin,American actor and comedian,Male,United States,1933,2005,natural causes,72
Q42745,Rita Hayworth,"American actress, dancer and director (1918-1987)",Female,United States,1918,1987,natural causes,69
Q42775,Johnny Cash,American singer songwriter and actor,Male,United States,1932,2003,natural causes,71
Q42786,Audrey Hepburn,British-Dutch actress,Female,United Kingdom,1929,1993,natural causes,64
Q43067,Heinrich Himmler,German  politician; leader of the SS and main architect of the Holocaust (1900-1945),Male,Germany,1900,1945,suicide,45
Q43227,James Hilton,British writer,Male,United Kingdom,1900,1954,natural causes,54
Q43247,Ingrid Bergman,Swedish actress,Female,Sweden,1915,1982,natural causes,67
Q43303,Malcolm X,American human rights activist (1925-1965),Male,United States,1925,1965,homicide,40
Q43774,Gustl Bayrhammer,German actor,Male,Germany,1922,1993,natural causes,71
Q43831,Max Grießer,German actor (1928-2000),Male,Germany,1928,2000,suicide,72
Q43834,Clementina de Jesus,Brazilian singer,Female,Brazil,1901,1987,natural causes,86
Q43883,George Tobias,actor,Male,United States,1901,1980,natural causes,79
Q44071,Yuri Andropov,General-Secretary of the Communist Party of the Russia (1914-1984),Male,Russia,1914,1984,natural causes,70
Q44122,Django Reinhardt,Belgian-born Romani French jazz guitarist and composer,Male,Belgium,1910,1953,natural causes,43
Q44272,Michel Foucault,French philosopher,Male,France,1926,1984,natural causes,58
Q44274,Jörg Haider,Austrian politician (1950-2008),Male,Austria,1950,2008,accident,58
Q44290,Mihai Antonescu,Romanian politician (1904-1946),Male,Romania,1904,1946,capital punishment,42
Q44292,Chris Benoit,Canadian professional wrestler (1967-2007),Male,Canada,1967,2007,suicide,40
Q44301,Jim Morrison,American singer (1943-1971),Male,United States,1943,1971,natural causes,28
Q44315,Hide,Japanese musician,Male,Japan,1964,1998,suicide,34
Q44368,André the Giant,French professional wrestler and actor (1946-1993),Male,France,1946,1993,natural causes,47
Q44374,Eddie Guerrero,American professional wrestler (1967-2005),Male,United States,1967,2005,natural causes,38
Q44398,Falco,Austrian musician,Male,Austria,1957,1998,accident,41
Q44426,Rainer Werner Fassbinder,"German film director, screenwriter, and actor",Male,Germany,1945,1982,natural causes,37
Q44496,Andrei Chikatilo,serial killer,Male,Russia,1936,1994,capital punishment,58
Q44515,Claude Pinoteau,French film director,Male,France,1925,2012,natural causes,87
Q44534,Tiziano Terzani,Italian journalist and writer,Male,Italy,1938,2004,natural causes,66
Q44556,Jack Unterweger,Austrian serial killer,Male,Austria,1950,1994,suicide,44
Q44575,Eduardo Galeano,Uruguayan left-wing writer,Male,Uruguay,1940,2015,natural causes,75
Q44634,Nico,"German musician, model and actress, one of Warhol's superstars",Female,Germany,1938,1988,accident,50
Q44706,Michael Hastings,American journalist,Male,United States,1980,2013,accident,33
Q44767,Joe Zawinul,Austrian composer and pianist,Male,United States,1932,2007,natural causes,75
Q44780,Howlin' Wolf,"American blues singer, guitarist and harmonica player",Male,United States,1910,1976,natural causes,66
Q44809,Albert King,American blues guitarist and singer,Male,United States,1923,1992,natural causes,69
Q44833,J.J. Cale,American singer songwriter and musician,Male,United States,1938,2013,natural causes,75
Q44836,Eric Berne,Canadian psychiatrist,Male,Canada,1910,1970,natural causes,60
Q44909,Candye Kane,American pornographic film actress and singer (1961-2016),Female,United States,1961,2016,natural causes,55
Q44940,Yuri Rytkheu,Russian Chukchi writer,Male,Russia,1930,2008,natural causes,78
Q45070,Christoph Schlingensief,"theatre and film director, playwright and performance artist",Male,Germany,1960,2010,natural causes,50
Q45129,Julius Döpfner,Catholic cardinal,Male,Germany,1913,1976,natural causes,63
Q45167,Phil Masinga,South African footballer (1969-2019),Male,South Africa,1969,2019,natural causes,50
Q45193,António Ribeiro,Catholic cardinal,Male,Portugal,1928,1998,natural causes,70
Q45250,H. C. Artmann,Austrian poet,Male,Austria,1921,2000,natural causes,79
Q45253,Shinji Sōmai,film director,Male,Japan,1948,2001,natural causes,53
Q45317,Joseph Wendel,German prelate; Roman Catholic Archbishop of Munich and Freising,Male,Germany,1901,1960,natural causes,59
Q45336,Konrad Bayer,Austrian writer and poet,Male,Austria,1932,1964,suicide,32
Q45338,Günther Kaufmann,German actor (1947-2012),Male,Germany,1947,2012,natural causes,65
Q45357,Hans Clarin,German actor,Male,Germany,1929,2005,natural causes,76
Q45365,Gerhard Bronner,Austrian musician,Male,Austria,1922,2007,natural causes,85
Q45375,Alex Harvey,Scottish blues/rock musician,Male,United Kingdom,1935,1982,natural causes,47
Q45379,Danuta Siedzikówna,Polish resistance fighter,Female,Poland,1928,1946,capital punishment,18
Q45415,Rudolph Moshammer,German fashion designer,Male,Germany,1940,2005,homicide,65
Q45447,Georg Danzer,Austrian singer songwriter,Male,Austria,1946,2007,natural causes,61
Q45521,Dieter Hildebrandt,"German Kabarett artist, actor, and writer",Male,Germany,1927,2013,natural causes,86
Q45542,Helmut Fischer,German actor (1926-1997),Male,Germany,1926,1997,natural causes,71
Q45553,Robert J. Wilke,American actor (1914-1989),Male,United States,1914,1989,natural causes,75
Q45575,Dennis M. Ritchie,American computer scientist,Male,United States,1941,2011,natural causes,70
Q45785,Kim Dae-jung,South Korean politician (1924-2009),Male,South Korea,1924,2009,natural causes,85
Q45796,Silvana Gallardo,American actress,Female,United States,1953,2012,natural causes,59
Q46000,Thomas Watson,American businessman and diplomat (1914-1993),Male,United States,1914,1993,natural causes,79
Q46089,Sandy Berger,US National Security Advisor,Male,United States,1945,2015,natural causes,70
Q46172,Denis Thatcher,British businessperson (1915–2003),Male,United Kingdom,1915,2003,natural causes,88
Q46248,Terry Pratchett,English fantasy author,Male,United Kingdom,1948,2015,natural causes,67
Q46391,Tarateño Rojas,Bolivian musician,Male,Bolivia,1917,2001,natural causes,84
Q46636,Jack Kevorkian,"American pathologist, euthanasia activist (1928-2011)",Male,United States,1928,2011,natural causes,83
Q46739,Octavio Paz,Mexican writer laureated with the 1990 Nobel Prize for Literature,Male,Mexico,1914,1998,natural causes,84
Q46755,Benny Goodman,"American jazz musician, band leader",Male,United States,1909,1986,natural causes,77
Q47120,David Oistrakh,violinist,Male,Ukraine,1908,1974,natural causes,66
Q47139,Slobodan Milošević,Yugoslavian and Serbian politician (1941-2006),Male,Serbia,1941,2006,natural causes,65
Q47159,Nate Dogg,"American singer, rapper and songwriter",Male,United States,1969,2011,natural causes,42
Q47426,Milton Friedman Correa,"American economist, statistician, and writer",Male,United States,1912,2006,natural causes,94
Q47651,Marco Pannella,Italian politician and journalist,Male,Italy,1930,2016,natural causes,86
Q47677,Chen Boda,Chinese politician (1904-1989),Male,China,1904,1989,natural causes,85
Q47780,Zaha Hadid,Iraqi-British architect,Female,United Kingdom,1950,2016,natural causes,66
Q47878,Sid Vicious,English bassist and vocalist,Male,United Kingdom,1957,1979,suicide; unfortunate accident,22
Q48042,Sergey Akhromeyev,marshal (1923-1991),Male,Russia,1923,1991,suicide,68
Q48055,Sergey Biryuzov,military commander (1904-1964),Male,Russia,1904,1964,accident,60
Q48067,Dmitriy Ustinov,military commander and politician (1908-1984),Male,Russia,1908,1984,natural causes,76
Q48231,Idi Amin,third president of Uganda (1925-2003),Male,Uganda,1925,2003,natural causes,78
Q48502,Marika Rökk,"Hungarian-born actress, singer, dancer",Female,Austria,1913,2004,natural causes,91
Q48690,Osvaldo Dorticós,President of Cuba (1919-1983),Male,Cuba,1919,1983,suicide,64
Q48695,Harvey Martin,American football player and professional wrestler (1950-2001),Male,United States,1950,2001,natural causes,51
Q48745,Lee Harvey Oswald,American former marine who assassinated John F. Kennedy,Male,United States,1939,1963,homicide,24
Q48765,Stanley Donen,American film director and choreographer,Male,United States,1924,2019,natural causes,95
Q48973,Glenn Seaborg,American scientist,Male,United States,1912,1999,natural causes,87
Q48983,Linus Pauling,American scientist,Male,United States,1901,1994,natural causes,93
Q48987,Jonathan Demme,"American filmmaker, producer and screenwriter",Male,United States,1944,2017,natural causes,73
Q49004,Patrick Swayze,"American actor, dancer and singer songwriter (1952-2009)",Male,United States,1952,2009,natural causes,57
Q49027,Vittorio Mezzogiorno,Italian actor (1941-1994),Male,Italy,1941,1994,natural causes,53
Q49034,Hedy Lamarr,Austrian-American actress and co-inventor of an early technique for spread spectrum communications and frequency hopping,Female,United States,1914,2000,natural causes,86
Q49074,Kurt Vonnegut,American writer (1922-2007),Male,United States,1922,2007,accident,85
Q49081,Christopher Hitchens,British-American author and journalist,Male,United States,1949,2011,natural causes,62
Q49086,Simon Wiesenthal,Polish-born Austrian Holocaust survivor noted for his work as a  hunter (1908-2005),Male,Austria,1908,2005,natural causes,97
Q49284,Judith Resnik,American engineer and NASA astronaut who died in the Space Shuttle Challenger disaster,Female,United States,1949,1986,accident,37
Q49285,Sally Ride,American physicist and astronaut,Female,United States,1951,2012,natural causes,61
Q49575,Dizzy Gillespie,American jazz trumpeter,Male,United States,1917,1993,natural causes,76
Q49637,Roger Nimier,French novelist,Male,France,1925,1962,accident,37
Q49734,Cass Elliot,"American recording artist; singer, record producer (1941-1974)",Female,United States,1941,1974,natural causes,33
Q49828,Randy Pausch,"American professor of computer science, human-computer interaction and design",Male,United States,1960,2008,natural causes,48
Q49888,Solomon Burke,American singer,Male,United States,1940,2010,accident,70
Q49976,Koichi Kato,Japanese politician of the Liberal Democratic Party (1939-2016),Male,Japan,1939,2016,natural causes,77
Q50003,Alberto Sordi,"Italian actor, film director, voice actor, screenwriter and singer",Male,Italy,1920,2003,natural causes,83
Q50026,Miyu Matsuki,Japanese voice actress,Female,Japan,1977,2015,natural causes,38
Q50599,Ted Stevens,United States Senator from Alaska (1923-2010),Male,United States,1923,2010,accident,87
Q51008,John Evans Atta Mills,sixth President of the Republic of Ghana (1944-2012),Male,Ghana,1944,2012,natural causes,68
Q51029,Yi Bangja,Japanese-Korean princess,Female,Japan,1901,1989,natural causes,88
Q51057,Len Wein,American comic book writer and editor,Male,United States,1948,2017,natural causes,69
Q51137,Carlo Scarpa,Italian architect,Male,Italy,1906,1978,accident,72
Q51139,Alvin Stardust,English pop singer and stage actor (1942-2014),Male,United Kingdom,1942,2014,natural causes,72
Q51267,Kofi Abrefa Busia,university teacher at Leiden University (1913-1978),Male,Ghana,1913,1978,natural causes,65
Q51488,John Cassavetes,"American actor, film director, and screenwriter (1929-1989)",Male,United States,1929,1989,natural causes,60
Q51490,George Stevens,"American film director, producer, screenwriter and cinematographer (1904-1975)",Male,United States,1904,1975,natural causes,71
Q51495,William Wyler,"German-born American film director, producer and screenwriter (1902-1981)",Male,United States,1902,1981,natural causes,79
Q51506,Richard Attenborough,"English actor, film director and producer (1923-2014)",Male,United Kingdom,1923,2014,natural causes,91
Q51511,George A. Romero,"American-Canadian film director, film producer, screenwriter and editor (1940-2017)",Male,Canada,1940,2017,natural causes,77
Q51519,Alan J. Pakula,"American film director, writer and producer (1928-1998)",Male,United States,1928,1998,accident,70
Q51522,Sydney Pollack,"American film director, producer and actor (1934-2008)",Male,United States,1934,2008,natural causes,74
Q51535,Vincente Minnelli,American stage and film director,Male,United States,1903,1986,natural causes,83
Q51537,Mike Nichols,"German-American television director, writer, producer and comedian (1931-2014)",Male,United States,1931,2014,natural causes,83
Q51547,Billy Wilder,Austrian-born American film director and screenwriter (1906-2002),Male,United States,1906,2002,natural causes,96
Q51549,Jacques Tati,French filmmaker (1907-1982),Male,France,1907,1982,natural causes,75
Q51559,Sidney Lumet,"American director, producer and screenwriter",Male,United States,1924,2011,natural causes,87
Q51570,George Roy Hill,American film director (1921-2002),Male,United States,1921,2002,natural causes,81
Q51583,Joseph L. Mankiewicz,"American film director, screenwriter, and producer (1909-1993)",Male,United States,1909,1993,natural causes,84
Q51584,Gustav Leonhardt,"Dutch keyboard player, conductor, musicologist, teacher and editor",Male,Netherlands,1928,2012,natural causes,84
Q52396,Sara Mustonen,Finnish alpine skier,Female,Finland,1962,1979,accident,17
Q52411,Tony Richardson,English theatre and film director and producer,Male,United Kingdom,1928,1991,natural causes,63
Q52488,Ales Adamovich,Belarusian writer,Male,Belarus,1927,1994,natural causes,67
Q52627,Bob Mathias,American decathlete (1930-2006),Male,United States,1930,2006,natural causes,76
Q52640,Parry O'Brien,"Athletics competitor, shot putter",Male,United States,1932,2007,natural causes,75
Q52642,Al Oerter,American athlete (1936-2007),Male,United States,1936,2007,natural causes,71
Q52651,Jesse Owens,American track and field athlete,Male,United States,1913,1980,natural causes,67
Q52923,Janice E. Voss,American engineer and NASA astronaut,Female,United States,1956,2012,natural causes,56
Q52985,Hergé,Belgian comics writer,Male,Belgium,1907,1983,natural causes,76
Q52997,Otto Preminger,"American director, producer, actor (1905-1986)",Male,United States,1905,1986,natural causes,81
Q53002,François Truffaut,French film director (1932-1984),Male,France,1932,1984,natural causes,52
Q53003,Roberto Rossellini,Italian film director and screenwriter,Male,Italy,1906,1977,natural causes,71
Q53004,Vittorio De Sica,Italian film director,Male,Italy,1901,1974,natural causes,73
Q53006,Pietro Germi,Italian actor (1914-1974),Male,Italy,1914,1974,natural causes,60
Q53009,Bernardo Bertolucci,Italian film director and screenwriter,Male,Italy,1941,2018,natural causes,77
Q53015,Luigi Comencini,Italian film director,Male,Italy,1916,2007,natural causes,91
Q53018,Marco Ferreri,"Italian film director, screenwriter and actor",Male,Italy,1928,1997,natural causes,69
Q53023,Nanni Loy,"Italian film, theatre and TV director",Male,Italy,1925,1995,natural causes,70
Q53026,Mario Monicelli,Italian film director and screenwriter,Male,Italy,1915,2010,suicide,95
Q53031,Gillo Pontecorvo,Italian film director,Male,Italy,1919,2006,natural causes,87
Q53034,Dino Risi,Italian film director,Male,Italy,1916,2008,natural causes,92
Q53035,Massimo Troisi,"Italian actor, film director, and poet",Male,Italy,1953,1994,natural causes,41
Q53041,Valerio Zurlini,Italian film director and screenwriter,Male,Italy,1926,1982,internal bleeding,56
Q53044,Elio Petri,Italian political filmmaker,Male,Italy,1929,1982,natural causes,53
Q53325,Arthur Ashe,American tennis player,Male,United States,1943,1993,natural causes,50
Q53343,Don Budge,American tennis player,Male,United States,1915,2000,accident,85
Q53349,Carole Caldwell Graebner,American tennis player,Female,United States,1943,2008,natural causes,65
Q53390,Maureen Connolly,American tennis player,Female,United States,1934,1969,natural causes,35
Q53547,Vitas Gerulaitis,American tennis player,Male,United States,1954,1994,accident,40
Q53554,Pancho Gonzales,American tennis player,Male,United States,1928,1995,natural causes,67
Q53713,Olof Palme,Swedish Prime Minister,Male,Sweden,1927,1986,homicide,59
Q53729,Walter Bonatti,Italian mountaineer,Male,Italy,1930,2011,natural causes,81
Q54526,Gene Mako,American tennis player,Male,United States,1916,2013,natural causes,97
Q54529,Jack Kramer,American tennis player,Male,United States,1921,2009,natural causes,88
Q54539,Bobby Riggs,American tennis player,Male,United States,1918,1995,natural causes,77
Q54540,Chuck McKinley,American tennis player,Male,United States,1941,1986,natural causes,45
Q54547,Sarah Palfrey Cooke,American tennis player,Female,United States,1912,1996,natural causes,84
Q54580,Ted Schroeder,US tennis player,Male,United States,1921,2006,natural causes,85
Q54581,Pancho Segura,American tennis player,Male,United States,1921,2017,natural causes,96
Q54885,Jean Ferrat,French singer songwriter and poet,Male,France,1930,2010,natural causes,80
Q55004,Kurt Weill,German composer,Male,United States,1900,1950,natural causes,50
Q55163,Robert Altman,American film director and screenwriter,Male,United States,1925,2006,natural causes,81
Q55165,Krzysztof Kieślowski,Polish film director and screenwriter,Male,Poland,1941,1996,natural causes,55
Q55168,Thodoros Angelopoulos,"Greek film director, screenwriter and film producer",Male,Greece,1935,2012,accident,77
Q55190,Sergei Bondarchuk," and Russian film director, screenwriter, and actor",Male,Russia,1920,1994,natural causes,74
Q55210,Abbas Kiarostami,"Iranian film director, screenwriter, photographer and film producer (1940-2016)",Male,Iran,1940,2016,natural causes,76
Q55230,Emeric Pressburger,"Hungarian-British screenwriter, film director, and producer (1902-1988)",Male,Hungary,1902,1988,natural causes,86
Q55234,Michael Powell,English film director (1905-1990),Male,United Kingdom,1905,1990,natural causes,85
Q55245,Laurence Olivier,"British actor, director and producer (1907-1989)",Male,United Kingdom,1907,1989,natural causes,82
Q55260,David Lean,"British film director, producer and screenwriter (1908-1991)",Male,United Kingdom,1908,1991,natural causes,83
Q55375,Claude Chabrol,"French film director, screenwriter, film producer and actor (1930-2010)",Male,France,1930,2010,natural causes,80
Q55389,Maciej Kozłowski,Polish actor (1957-2010),Male,Poland,1957,2010,natural causes,53
Q55391,Robert Bresson,French film director,Male,France,1901,1999,natural causes,98
Q55392,Louis Malle,"French film director, screenwriter, and producer",Male,France,1932,1995,natural causes,63
Q55395,Jean Vigo,French film director,Male,France,1905,1934,natural causes,29
Q55397,Kon Ichikawa,Japanese film director,Male,Japan,1915,2008,natural causes,93
Q55402,Yasujirō Ozu,Japanese Film Director,Male,Japan,1903,1963,natural causes,60
Q55403,Nagisa Ōshima,Japanese film director and screenwriter,Male,Japan,1932,2013,natural causes,81
Q55419,Klaus Kinski,German actor,Male,Germany,1926,1991,natural causes,65
Q55420,Fred Zinnemann,Austrian-born American film director (1907-1997),Male,United States,1907,1997,natural causes,90
Q55427,João César Monteiro,"Portuguese film director, actor, writer and film critic",Male,Portugal,1939,2003,natural causes,64
Q55438,Mario Bava,"Italian director, screenwriter, special effects artist and cinematographer",Male,Italy,1914,1980,natural causes,66
Q55452,Vittorio Gassman,Italian actor and director,Male,Italy,1922,2000,natural causes,78
Q55456,Nino Manfredi,Italian actor,Male,Italy,1921,2004,natural causes,83
Q55462,Antonio Pietrangeli,Italian film director and screenwriter,Male,Italy,1919,1968,accident,49
Q55468,Ugo Tognazzi,"Italian film, TV, and theatre actor, director, and screenwriter",Male,Italy,1922,1990,natural causes,68
Q55469,Marcello Mastroianni,Italian actor,Male,Italy,1924,1996,natural causes,72
Q55718,Krystyna Feldman,Polish actress (1916-2007),Female,Poland,1916,2007,natural causes,91
Q55744,Vijay Tendulkar,Indian writer,Male,India,1928,2008,natural causes,80
Q55766,Zygmunt Kęstowicz,Polish actor (1921-2007),Male,Poland,1921,2007,natural causes,86
Q55796,Peter Ustinov,"British actor, writer, and filmmaker (1921-2004)",Male,United Kingdom,1921,2004,natural causes,83
Q55834,Wojciech Jaruzelski,Polish military officer and politician (1923-2014),Male,Poland,1923,2014,natural causes,91
Q55835,Ryszard Kaczorowski,"Polish statesman, Last President of Poland in Exile (1919-2010)",Male,Poland,1919,2010,accident,91
Q55924,Józef Oleksy,"Polish politician, Prime Minister of Poland (1946-2015)",Male,Poland,1946,2015,natural causes,69
Q55941,Przemysław Gosiewski,Polish politician (1964-2010),Male,Poland,1964,2010,accident,46
Q56011,Anna Magnani,Italian actress,Female,Italy,1908,1973,natural causes,65
Q56016,Katharine Hepburn,American actress (1907-2003),Female,United States,1907,2003,natural causes,96
Q56074,Rocío Dúrcal,Spanish singer and actress,Female,Spain,1944,2006,natural causes,62
Q56093,Blake Edwards,"American film director, screenwriter and producer (1922-2010)",Male,United States,1922,2010,natural causes,88
Q56102,Eudoxia Woodward,American artist and researcher (1919-2008),Female,United States,1919,2008,natural causes,89
Q56157,Jussi Björling,Swedish tenor,Male,Sweden,1911,1960,natural causes,49
Q56778,Archie Taiaroa,New Zealand Māori leader (1937-2010),Male,New Zealand,1937,2010,natural causes,73
Q57109,Josef Mengele,officer and physician (1911-1979),Male,Germany,1911,1979,accident,68
Q57157,Hanna Reitsch,German aviator,Female,Austria,1912,1979,natural causes,67
Q57163,Horst Wessel,SA officer (1907-1930),Male,Germany,1907,1930,homicide,23
Q57199,Joachim Peiper,"SS officer and  war criminal, who killed both civilians and prisoners of war.",Male,Germany,1915,1976,homicide,61
Q57202,Magda Goebbels,German politician (1901-1945),Female,Germany,1901,1945,suicide,44
Q57214,Traudl Junge,secretary to Adolf Hitler (1920-2002),Female,Germany,1920,2002,natural causes,82
Q57218,Rudi Dutschke,German student activist,Male,Germany,1940,1979,natural causes,39
Q57220,Kurt Meyer,German general,Male,Germany,1910,1961,natural causes,51
Q57253,Otto Kretschmer,German admiral and U-boat commander during World War II,Male,Germany,1912,1998,accident,86
Q57259,Hans-Joachim Marseille,German officer and fighter pilot during World War II,Male,Germany,1919,1942,accident,23
Q57268,Gerhard Barkhorn,German general and fighter pilot during World War II,Male,Germany,1919,1983,accident,64
Q57292,Ulrich Mühe,German actor and theatre director,Male,Germany,1953,2007,natural causes,54
Q57298,Abdullah of Saudi Arabia,former King of Saudi Arabia (1924-2015),Male,Saudi Arabia,1924,2015,natural causes,91
Q57304,Prince Bernhard of the Netherlands,"spouse of Queen Juliana of the Netherlands, prince-consort of the Netherlands (1911-2004)",Male,Netherlands,1911,2004,natural causes,93
Q57306,Jalal Talabani,Iraqi politician (1933-2017),Male,Iraq,1933,2017,natural causes,84
Q57365,Rudolf Caracciola,German/Swiss racing and motorcycle driver,Male,Switzerland,1901,1959,natural causes,58
Q57374,Lale Andersen,German singer and actress,Female,Germany,1905,1972,natural causes,67
Q57375,Helmut Haller,German footballer (1939-2012),Male,Germany,1939,2012,natural causes,73
Q57382,Christa Wolf,German literary critic novelist and essayist (1929-2011),Female,Germany,1929,2011,natural causes,82
Q57384,Wernher von Braun," scientist brought to US with Operation Paperclip - German, later an American, aerospace engineer and space architect,",Male,United States,1912,1977,natural causes,65
Q57395,Helmut Newton,German-Australian photographer,Male,Germany,1920,2004,accident,84
Q57410,Shimon Peres,Israeli politician who served as Prime Minister and then President of Israel (1923-2016),Male,Israel,1923,2016,natural causes,93
Q57426,Heiner Müller,"German writer, poet, and theatre director (1929-1995)",Male,Germany,1929,1995,natural causes,66
Q57445,Günter Schabowski,German politician (1929-2015),Male,Germany,1929,2015,natural causes,86
Q57489,Benno Ohnesorg,West German university student killed on 2 June 1967,Male,Germany,1940,1967,accident,27
Q57522,Albrecht Mertz von Quirnheim,German resistance member,Male,Germany,1905,1944,capital punishment,39
Q57540,Otto Günsche,Hitler's personal adjutant,Male,Germany,1917,2003,natural causes,86
Q57543,Sprent Dabwido,president of Nauru (1972-2019),Male,Nauru,1972,2019,natural causes,47
Q57558,Islam Karimov,"Uzbek politician, 1st and former President of Uzbekistan (1938-2016)",Male,Uzbekistan,1938,2016,natural causes,78
Q57574,Henning von Tresckow,German general,Male,Germany,1901,1944,suicide,43
Q57575,Otto Ohlendorf,German general,Male,Germany,1907,1951,capital punishment,44
Q57584,Curd Jürgens,"film, stage and TV actor (1915-1982)",Male,Austria,1915,1982,natural causes,67
Q57626,Princess Sibylla of Saxe-Coburg and Gotha,Swedish princess,Female,Sweden,1908,1972,natural causes,64
Q57681,José Antonio Primo de Rivera,Spanish noble and politician (1903-1936),Male,Spain,1903,1936,capital punishment,33
Q57688,Josef Kramer,"German SS officer and concentration camp commandant, convicted war criminal (1906-1945)",Male,Germany,1906,1945,capital punishment,39
Q57689,Martin McGuinness,Irish republican and Sinn Féin politician (1950-2017),Male,Ireland,1950,2017,natural causes,67
Q57708,Arthur Liebehenschel,SS officer,Male,Germany,1901,1948,capital punishment,47
Q57762,Morgan Tsvangirai,former Prime Minister of Zimbabwe (1952-2018),Male,Zimbabwe,1952,2018,natural causes,66
Q57774,Klaus Nomi,German countertenor,Male,Germany,1944,1983,natural causes,39
Q57781,Walter Schellenberg,"German general (1910-1952); police officer and SS brigade leader, head of the military secret services",Male,Germany,1910,1952,natural causes,42
Q57809,Fritz Wunderlich,German tenor,Male,Germany,1930,1966,accident,36
Q57820,Hans Scholl,German pacifist executed by  Germany,Male,Germany,1918,1943,capital punishment,25
Q57938,Fritz London,American physicist,Male,United States,1900,1954,natural causes,54
Q58009,Wilhelm Stuckart,German judge and politician (1902-1953),Male,Germany,1902,1953,accident,51
Q58036,Ilse Koch,German war-criminal wife of camp commandant Karl-Otto Koch (1906-1967),Female,Germany,1906,1967,suicide,61
Q58040,Andre Gunder Frank,German-American economic historian and sociologist who promoted dependency theory after 1970 and world-systems theory after 1984,Male,Germany,1929,2005,natural causes,76
